Location,Address,Resolved Address,Period,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Cloud Cover,Relative Humidity
,"Zamora, MICH, México",,Week 19 (May),97.4,51.9,74.9,,93.6,3.24,,20.1,,45.4,47.05
,"Zamora, MICH, México",,Week 20 (May),98,53.3,77,,96.8,0.18,,13.9,,27.8,44.33
,"Zamora, MICH, México",,Week 21 (May),98.8,57.3,77.8,,97,3.83,,22.4,,37.5,46.51
,"Zamora, MICH, México",,Week 22 (May),98.3,50.6,75.8,,98.4,1.72,,13.4,,51,53.06
,"Zamora, MICH, México",,Week 23 (Jun),95.6,58.4,75.4,,98.6,8.15,,15.7,28.9,59.5,59.09
,"Zamora, MICH, México",,Week 24 (Jun),97.4,60.9,74,,95.9,16.51,,20.1,,68.1,65.48
,"Zamora, MICH, México",,Week 25 (Jun),95.3,57.8,73.4,,95.7,8.12,,11.4,,70.2,64.98
,"Zamora, MICH, México",,Week 26 (Jun),90.8,57.8,70.6,,89.4,13.09,,26.8,,81.6,73.03
,"Zamora, MICH, México",,Week 27 (Jul),91.1,52.4,71.4,,89.9,9.15,,13.4,,72.7,69.78
,"Zamora, MICH, México",,Week 28 (Jul),90.2,56,70.3,,91.5,10.54,,23,,79.6,73.1
,"Zamora, MICH, México",,Week 29 (Jul),91.5,56,70.2,,90,12.84,,28.9,,73.8,73.54
,"Zamora, MICH, México",,Week 30 (Jul),90.8,54.8,69.9,,93.4,10.94,,22.4,,73.4,74.98
,"Zamora, MICH, México",,Week 31 (Jul),91.1,57.8,71.4,,91.2,5.22,,20.1,,63.8,70.4
,"Zamora, MICH, México",,Week 32 (Aug),89.9,57.5,70.1,,88.5,9.78,,13.9,,77.1,74.85
,"Zamora, MICH, México",,Week 33 (Aug),91.5,57.8,70.7,,89.9,12.77,,17.9,,71.9,74.31
,"Zamora, MICH, México",,Week 34 (Aug),90.8,56,70,,88.8,11.78,,20.8,28.9,75.7,75.33
,"Zamora, MICH, México",,Week 35 (Aug),87.9,58.4,70.1,,87.7,6.73,,22.4,,69.3,74.66
,"Zamora, MICH, México",,Week 36 (Sep),89.3,57.3,69.9,,89.6,9.26,,26.8,89.5,72.5,75.56
,"Zamora, MICH, México",,Week 37 (Sep),90.8,55.5,70.3,,89.4,5.13,,17.9,,62.8,74.48
,"Zamora, MICH, México",,Week 38 (Sep),90.8,57.3,70.2,,90.3,10,,13.9,,68.1,76.56
,"Zamora, MICH, México",,Week 39 (Sep),87.9,55.1,70.1,,87.4,8.49,,13.9,,69.3,74.82
,"Zamora, MICH, México",,Week 40 (Oct),88.4,52.1,69.9,,87.6,4.17,,20.1,,66.9,72.05
,"Zamora, MICH, México",,Week 41 (Oct),90.8,52.4,70.1,,88.3,2.33,,18.3,,52.5,71.07
,"Zamora, MICH, México",,Week 42 (Oct),89.3,55.5,69.5,,89.7,2.67,,23,,57.1,70.58
,"Zamora, MICH, México",,Week 43 (Oct),87.9,48.8,68.2,,86.4,4.7,,16.1,,48.2,69.04
,"Zamora, MICH, México",,Week 44 (Oct),92.6,32.1,68.5,,91.2,3.33,,17.9,,54.3,71.13
,"Zamora, MICH, México",,Week 45 (Nov),89.7,44.7,68.2,,91.7,2.11,,20.1,,47.7,70.2
,"Zamora, MICH, México",,Week 46 (Nov),91.5,44.9,67.2,46.1,88.3,0.36,,17.9,,42.5,65.83
,"Zamora, MICH, México",,Week 47 (Nov),89.8,43.1,66.7,,87.3,0,,13.4,,34.6,64.68
,"Zamora, MICH, México",,Week 48 (Nov),86.3,41.3,65.4,45.7,87.1,1.22,,11.4,,43.1,66.68
,"Zamora, MICH, México",,Week 49 (Dec),87.1,41.6,65.4,45.1,84.5,0.98,,11.4,,31.8,65.49
,"Zamora, MICH, México",,Week 50 (Dec),86.1,37.1,63.1,40.9,84.5,0.16,,15.7,89.5,37.7,63.9
,"Zamora, MICH, México",,Week 51 (Dec),82.5,34.4,63.3,47.2,80.7,0.03,,11.4,,34.6,63.97
,"Zamora, MICH, México",,Week 52 (Dec),85.4,43.1,64.5,,82.3,0.04,,13.4,,40.1,60.91
,"Zamora, MICH, México",,Week 1 (Dec),86.1,44.3,64.1,,83.9,0.05,,13.4,,46.8,66.34
